268 W Hanley Ave,Coeur D Alene,US,us/id/coeurdalene/268whanleyave/-864103396,47.7293,-116.78913,Taco Bell,83815,ID,"http://www.tacobell.com,https://locations.tacobell.com/id/coeur-d-alene/268-w-hanley-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=023490andutm_content=website,https://locations.tacobell.com/id/coeur-d-alene/268-w-hanley-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=023490&utm_content=website"
208 Appleway Ave,Coeur D Alene,US,us/id/coeurdalene/208applewayave/-1161002137,47.7005,-116.7881,McDonald's,83814,ID,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
268 W Hanley Ave,Coeur D Alene,US,us/id/coeurdalene/268whanleyave/-864103396,47.7293,-116.78913,Taco Bell,83815,ID,"http://www.tacobell.com,https://locations.tacobell.com/id/coeur-d-alene/268-w-hanley-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=023490andutm_content=website,https://locations.tacobell.com/id/coeur-d-alene/268-w-hanley-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=023490&utm_content=website"
181 W Prairie Ave,Hayden,US,us/id/hayden/181wprairieave/93075755,47.74482,-116.78951,Arby's,83835,ID,"http://www.arbys.com,https://locations.arbys.com/us/id/hayden/181-w-prairie-ave.html,http://locations.arbys.com/us/id/hayden/181-w-prairie-ave.html"
2626 N Government Way,Coeur D Alene,US,us/id/coeurdalene/2626ngovernmentway/-1947870258,47.70162,-116.78547,Jimmy John's,83815,ID,http://www.jimmyjohns.com
3904 E Mullan Ave Ste D,Post Falls,US,us/id/postfalls/3904emullanavested/-1055723171,47.71531,-116.89515,Domino's Pizza,83854,ID,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps"
2421 Plaza St,Rawlins,US,us/wy/rawlins/2421plazast/-864103396,41.79303,-107.21121,Taco Bell,82301,WY,"https://locations.tacobell.com/wy/rawlins/2421-plaza-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=023086andutm_content=website,http://www.tacobell.com"
2850 W University Dr,Denton,US,us/tx/denton/2850wuniversitydr/-1161002137,33.232883,-97.17022,McDonald's,76201,TX,http://mcdonalds.com
118 North Highway 281,Falfurrias,US,us/tx/falfurrias/118northhighway281/-1161002137,27.22695,-98.13984,McDonald's,78355,TX,http://www.mcdonalds.com
525 4th St NW,Faribault,US,us/mn/faribault/5254thstnw/-1161002137,44.29435,-93.27751,McDonald's,55021,MN,"http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
594 Middle Country Rd,Saint James,US,us/ny/saintjames/594middlecountryrd/106088,40.8596,-73.1611,KFC,11780,NY,http://www.kfc.com
16758 Highway 280,Chelsea,US,us/al/chelsea/16758highway280/-1161002137,33.348263,-86.63212,McDonald's,35043,AL,http://mcdonalds.com
1535 S Main St,Chelsea,US,us/mi/chelsea/1535smainst/-1161002137,42.29871,-84.02412,McDonalds,48118,MI,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
3103 E Grand Ave,Laramie,US,us/wy/laramie/3103egrandave/-791445730,41.309,-105.5564,Wendy's,82070,WY,http://www.wendys.com
99 Paul Carr Dr,Checotah,US,us/ok/checotah/99paulcarrdr/-1161002137,35.47151,-95.53714,McDonald's,74426,OK,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
3112 S Glen Ave,Glenwood Springs,US,us/co/glenwoodsprings/3112sglenave/-1161002137,39.5195,-107.32003,Mcdonald's,81601,CO,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1312 Murfreesboro Rd,Franklin,US,us/tn/franklin/1312murfreesborord/1082608893,35.91445,-86.82668,Waffle House,37064,TN,https://locations.wafflehouse.com/tn-franklin-483
1995 Idaho St,Elko,US,us/nv/elko/1995idahost/-1161002137,40.84733,-115.74904,Mcdonalds,89801,NV,"http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5336 N Croatan Hwy,Kitty Hawk,US,us/nc/kittyhawk/5336ncroatanhwy/-1161002137,36.09857,-75.71965,McDonald's,27949,NC,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
2540 Mountain City Hwy,Elko,US,us/nv/elko/2540mountaincityhwy/-1161002137,40.83855,-115.79033,McDonald's,89801,NV,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
801 Dillingham Blvd,Honolulu,US,us/hi/honolulu/801dillinghamblvd/-1484634184,21.31804,-157.8695,Yellow Cab Pizza Co.,96817,HI,http://www.yellowcabpizzahawaii.com
1540 E Highway 372,Pahrump,US,us/nv/pahrump/1540ehighway372/106088,36.2067,-115.9907,KFC,89048,NV,http://www.kfc.com
1979 E 16th St,Yuma,US,us/az/yuma/1979e16thst/-448666054,32.69791,-114.60016,Five Guys,85365,AZ,http://fiveguys.com
3475 Construction Way,Winnemucca,US,us/nv/winnemucca/3475constructionway/-864103396,40.95463,-117.74868,Taco Bell,89445,NV,"https://locations.tacobell.com/nv/winnemucca/3475-construction-way.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029348andutm_content=website,http://www.tacobell.com,https://locations.tacobell.com/nv/winnemucca/3475-construction-way.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=029348&utm_content=website"
700 Haddonfield Berlin Rd,Voorhees,US,us/nj/voorhees/700haddonfieldberlinrd/-448666054,39.84979,-74.97986,Five Guys,8043,NJ,http://fiveguys.com
6441 Lee Hwy,Warrenton,US,us/va/warrenton/6441leehwy/-448666054,38.73347,-77.7714,Five Guys,20187,VA,http://fiveguys.com
695 Commonwealth Dr,Norton,US,us/va/norton/695commonwealthdr/1780593795,36.95838,-82.60482,Sonic Drive-In,24273,VA,https://locations.sonicdrivein.com/va/norton/695-commonwealth-drive.html
5040 Rutgers St NW Bldg B,Roanoke,US,us/va/roanoke/5040rutgersstnwbldgb/1780593795,37.31595,-79.96411,Sonic Drive-In,24012,VA,https://locations.sonicdrivein.com/va/roanoke/5040-rutgers-blvd--bldg-b.html
3555 Franklin Rd SW,Roanoke,US,us/va/roanoke/3555franklinrdsw/1780593795,37.23664,-79.96995,Sonic Drive-In,24014,VA,"https://locations.sonicdrivein.com/va/roanoke/3555-franklin-road-sw.html,https://locations.sonicdrivein.com/va/roanoke/3555-franklin-road--s-w-.html"
706 E Atlantic St,South Hill,US,us/va/southhill/706eatlanticst/-2061630068,36.72093,-78.11898,Burger King,23970,VA,"https://locations.bk.com/va/south-hill/706-east-atlantic-ave.html,http://www.bk.com,https://www.bk.com"
1426 Bickford Ave,Snohomish,US,us/wa/snohomish/1426bickfordave/-2061630068,47.930048,-122.100946,Burger King,98290,WA,http://www.bk.com
285 N Mccarran Blvd,Sparks,US,us/nv/sparks/285nmccarranblvd/-2061630068,39.53613,-119.73723,Burger King,89431,NV,"http://www.bk.com,https://locations.bk.com/nv/sparks/285-north-mccarren-blvd.html"
5701 Backlick Rd,Springfield,US,us/va/springfield/5701backlickrd/-2061630068,38.79644,-77.18538,Burger King,22151,VA,http://www.bk.com
42750 Jackson St Bldg A,Indio,US,us/ca/indio/42750jacksonstbldga/106088,33.73866,-116.215096,KFC,92203,CA,http://www.kfc.com
2951 E Overland Rd Ste 100,Meridian,US,us/id/meridian/2951eoverlandrdste100/-1947870258,43.58983,-116.35757,Jimmy John's,83642,ID,http://www.jimmyjohns.com
913 E Fort Union Blvd,Midvale,US,us/ut/midvale/913efortunionblvd/-1947870258,40.62232,-111.865326,Jimmy John's,84047,UT,http://www.jimmyjohns.com
45 Farrell Rd,Rutland,US,us/vt/rutland/45farrellrd/-864103396,43.58408,-72.96861,Taco Bell,5701,VT,"http://www.tacobell.com,https://locations.tacobell.com/vt/rutland/45-farrell-road.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=026367andutm_content=website"
US Highway 58 221,Hillsville,US,us/va/hillsville/ushighway58221/-2061630068,36.7508,-80.7494,Burger King,24343,VA,"https://locations.bk.com/va/hillsville/us-highway-58---221.html,http://www.bk.com"
26 Railroad St,Saint Johnsbury,US,us/vt/saintjohnsbury/26railroadst/-891525969,44.412902,-72.01748,Subway,5819,VT,http://www.subway.com
7750 Okeechobee Blvd,West Palm Beach,US,us/fl/westpalmbeach/7750okeechobeeblvd/-1947870258,26.7072,-80.165,Jimmy John's,33411,FL,http://www.jimmyjohns.com
6405 S Virginia St,Reno,US,us/nv/reno/6405svirginiast/-891525969,39.466673,-119.786199,Subway,89511,NV,"http://www.subway.com,http://subway.com"
8200 Parkway Dr,La Mesa,US,us/ca/lamesa/8200parkwaydr/-345832572,32.7765,-117.0203,Chick-Fil-A,91942,CA,http://www.chick-fil-a.com/grossmont
1625 County Road 210 W,Saint Johns,US,us/fl/saintjohns/1625countyroad210w/-1161002137,30.06602,-81.49424,McDonald's,32259,FL,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
700 West Pacific Coast Hwy,Newport Beach,US,us/ca/newportbeach/700westpacificcoasthwy/-1161002137,33.6163,-117.9105,McDonald's,92660,CA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
112 French Ave,Sanford,US,us/fl/sanford/112frenchave/-1161002137,28.8111,-81.2736,McDonald's,32771,FL,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1445 W Sunrise Blvd,Fort Lauderdale,US,us/fl/fortlauderdale/1445wsunriseblvd/-2061630068,26.13665,-80.161384,Burger King,33311,FL,"https://locations.bk.com/fl/fort-lauderdale/1445-west-sunrise-blvd.html,http://www.bk.com"
2901 W Commercial Blvd,Fort Lauderdale,US,us/fl/fortlauderdale/2901wcommercialblvd/-2061630068,26.18683,-80.1841,Burger King,33309,FL,"http://www.bk.com,https://locations.bk.com/fl/fort-lauderdale/2901-w-commercial-blvd.html"
8091 S Orange Ave,Orlando,US,us/fl/orlando/8091sorangeave/-2061630068,28.451932,-81.362379,Burger King,32809,FL,http://www.bk.com
1106 Ponce De Leon Blvd,Saint Augustine,US,us/fl/saintaugustine/1106poncedeleonblvd/-1161002137,29.9028,-81.32,McDonald's,32084,FL,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
3800 4th St N,Saint Petersburg,US,us/fl/saintpetersburg/38004thstn/-2061630068,27.8067,-82.6387,Burger King,33703,FL,http://www.bk.com
11150 Sr 64,Bradenton,US,us/fl/bradenton/11150sr64/-1161002137,27.4847,-82.4313,McDonald's,34212,FL,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
498 Havendale Blvd,Auburndale,US,us/fl/auburndale/498havendaleblvd/-1161002137,28.0535,-81.7766,McDonald's,33823,FL,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
855 W State Rd,Pleasant Grove,US,us/ut/pleasantgrove/855wstaterd/1780593795,40.3661,-111.75341,SONIC Drive In,84062,UT,http://sonicdrivein.com
2316 Mount Rushmore Rd,Rapid City,US,us/sd/rapidcity/2316mountrushmorerd/1780593795,44.0629,-103.23203,Sonic Drive In,57701,SD,https://locations.sonicdrivein.com/sd/rapid-city/2316-mount-rushmore-road.html
2700 Mount Rushmore Rd,Rapid City,US,us/sd/rapidcity/2700mountrushmorerd/-864103396,44.05863,-103.23139,Taco Bell,57701,SD,"http://www.tacobell.com,https://locations.tacobell.com/sd/rapid-city/2700-mt-rushmore-road.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=027882andutm_content=website"
1517 S Minnesota Ave,Sioux Falls,US,us/sd/siouxfalls/1517sminnesotaave/-84286053,43.53146,-96.7317,Slim Chickens,57105,SD,http://slimchickens.com
5642 W 7800 S,West Jordan,US,us/ut/westjordan/5642w7800s/-1055723171,40.60958,-112.02424,Domino's Pizza,84081,UT,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
1145 Jensen Hwy,Hot Springs,US,us/sd/hotsprings/1145jensenhwy/-1009719089,43.422072,-103.463267,Taco John's,57747,SD,"https://www.tacojohns.com,http://locations.tacojohns.com/sd/hot-springs/1145-jensen-highway.html"
1710 Cambell St,Rapid City,US,us/sd/rapidcity/1710cambellst/-1009719089,44.069534,-103.191684,Taco John's,57701,SD,http://locations.tacojohns.com/sd/rapid-city/1710-cambell-street.html
902 E North St,Rapid City,US,us/sd/rapidcity/902enorthst/-864103396,44.08781,-103.19631,Taco Bell,57701,SD,"http://www.tacobell.com,https://locations.tacobell.com/sd/rapid-city/902-e--north-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=027881andutm_content=website"
2730 W 3500 S,Salt Lake City,US,us/ut/saltlakecity/2730w3500s/-66712705,40.696875,-111.958989,Pizza Hut,84119,UT,http://www.pizzahut.com
1057 Main St,Sturgis,US,us/sd/sturgis/1057mainst/-1055723171,44.41474,-103.51054,Domino's Pizza,57785,SD,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
4095 E Pony Express Pkwy Ste 4,Eagle Mountain,US,us/ut/eaglemountain/4095eponyexpresspkwyste4/-1055723171,40.3472,-111.9888,Domino's Pizza,84005,UT,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
2300 6th Ave SE,Aberdeen,US,us/sd/aberdeen/23006thavese/-1009719089,45.459157,-98.45564,Taco John's,57401,SD,http://locations.tacojohns.com/sd/aberdeen/2300-se-6th-avenue.html
2882 Dickson Dr,Sturgis,US,us/sd/sturgis/2882dicksondr/93075755,44.39277,-103.501601,Arby's,57785,SD,"http://www.arbys.com,https://locations.arbys.com/us/sd/sturgis/2882-dickson-dr-.html,http://locations.arbys.com/us/sd/sturgis/2882-dickson-dr-.html"
821 E Highway 44,Winner,US,us/sd/winner/821ehighway44/-891525969,43.3765,-99.84679,SUBWAY,57580,SD,http://www.subway.com
5745 Harrison Blvd,Ogden,US,us/ut/ogden/5745harrisonblvd/-1161002137,41.157761,-111.93974,McDonald's,84403,UT,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
7440 6th St Bldg 420,Hill Afb,US,us/ut/hillafb/74406thstbldg420/-1055723171,41.11039,-111.98088,Domino's Pizza,84056,UT,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
24 9th Ave SE,Watertown,US,us/sd/watertown/249thavese/-1009719089,44.890139,-97.118105,Taco John's,57201,SD,"https://www.tacojohns.com,http://locations.tacojohns.com/sd/watertown/24-9th-avenue-se.html"
509 W 500 S,Bountiful,US,us/ut/bountiful/509w500s/-864103396,40.88416,-111.89258,Taco Bell,84010,UT,"https://locations.tacobell.com/ut/bountiful/509-west-500-south.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=004062andutm_content=website,http://www.tacobell.com"
1866 N 2000 W,Clearfield,US,us/ut/clearfield/1866n2000w/-1161002137,41.14085,-112.06388,McDonald's,84015,UT,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1521 S Burr St,Mitchell,US,us/sd/mitchell/1521sburrst/-1161002137,43.69599,-98.01628,McDonald's,57301,SD,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
610 W 2600 S,Bountiful,US,us/ut/bountiful/610w2600s/-1161002137,40.86171,-111.8954,McDonald's,84010,UT,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5586 S Redwood Rd,Salt Lake City,US,us/ut/saltlakecity/5586sredwoodrd/-1947870258,40.64971,-111.93909,Jimmy John's,84123,UT,http://www.jimmyjohns.com
3891 W 5400 S,Salt Lake City,US,us/ut/saltlakecity/3891w5400s/-1947870258,40.65294,-111.98338,Jimmy John's,84129,UT,http://www.jimmyjohns.com
406 E Hickory St,Sisseton,US,us/sd/sisseton/406ehickoryst/-1009719089,45.660161,-97.046164,Taco John's,57262,SD,"https://www.tacojohns.com,http://locations.tacojohns.com/sd/sisseton/406-e-hickory-street.html"
6250 Central Ave,Capitol Heights,US,us/md/capitolheights/6250centralave/-864103396,38.886166,-76.902839,Taco Bell,20743,MD,"http://www.tacobell.com,https://locations.tacobell.com/md/capitol-heights/6250-central-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=028956&utm_content=website,https://locations.tacobell.com/md/capitol-heights/6250-central-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=028956andutm_content=website"
754 S Val Vista Dr Ste 103,Gilbert,US,us/az/gilbert/754svalvistadrste103/-1055723171,33.33657,-111.75707,Domino's Pizza,85296,AZ,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
4777 Marlboro Pike,Capitol Heights,US,us/md/capitolheights/4777marlboropike/-1161002137,38.87348,-76.93148,McDonald's,20743,MD,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
818 S Watson Rd,Buckeye,US,us/az/buckeye/818swatsonrd/-1947870258,33.43933,-112.55656,Jimmy John's,85326,AZ,http://www.jimmyjohns.com
727 E Memorial Blvd,Lakeland,US,us/fl/lakeland/727ememorialblvd/-864103396,28.05464,-81.94988,Taco Bell,33801,FL,"http://www.tacobell.com,https://locations.tacobell.com/fl/lakeland/727-e--memorial-boulevard.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=G135049andutm_content=website,http://tacobell.com"
901 971 W Davis St,Conroe,US,us/tx/conroe/901971wdavisst/-1161002137,30.313144762,-95.468640025,Mcdonalds,77301,TX,
102 Main St,Gorham,US,us/me/gorham/102mainst/-2061630068,43.680858,-70.439336,Burger King,4038,ME,"http://www.bk.com,https://locations.bk.com/me/gorham/102-main-st.html,http://bk.com"
3390 Coachman Rd,Saint Paul,US,us/mn/saintpaul/3390coachmanrd/-891525969,44.833965,-93.179565,Subway,55121,MN,http://www.subway.com
545 Minot Ave,Auburn,US,us/me/auburn/545minotave/-891525969,44.08265,-70.24817,Subway,4210,ME,"http://www.subway.com,http://subway.com"
27 Washington Ave,Portland,US,us/me/portland/27washingtonave/267504952,43.664435,-70.251464,7-Eleven,4101,ME,http://7-eleven.com/?yext=32532
2090 Mill St,Reno,US,us/nv/reno/2090millst/-487939290,39.52071,-119.78585,Scoopers,89502-1514,NV,http://scoopers.ewbz.net
7500 W Chester Pike,Upper Darby,US,us/pa/upperdarby/7500wchesterpike/106088,39.963943,-75.270197,Kfc,19082,PA,"http://tacobell.com,http://kfc.com"
915 Wyoming Ave,Wyoming,US,us/pa/wyoming/915wyomingave/-1161002137,41.300125,-75.857001,McDonald's,18644,PA,http://mcdonalds.com
100 E Swedesford Rd,Exton,US,us/pa/exton/100eswedesfordrd/-1161002137,40.033555177,-75.632858941,McDonald's,19341,PA,http://mcdonalds.com
8301 Flatlands Ave,Brooklyn,US,us/ny/brooklyn/8301flatlandsave/-96666155,40.63701,-73.91112,Baskin-Robbins,11236,NY,"http://www.baskinrobbins.com/,http://baskinrobbins.com"
70 Buckwalter Rd,Royersford,US,us/pa/royersford/70buckwalterrd/-345832572,40.19825406,-75.52602369,Chick-fil-a,19468,PA,http://chick-fil-a.com/royersford
4834 Lancaster Ave,Philadelphia,US,us/pa/philadelphia/4834lancasterave/106088,39.972779,-75.21823,Kfc,19131,PA,http://kfc.com
488 State Route 940 Routes 940 80,White Haven,US,us/pa/whitehaven/488stateroute940routes94080/93075755,41.07,-75.7031,Arby's,18661,PA,"http://locations.arbys.com/us/pa/white-haven/488-state-route-940.html,http://www.arbys.com"
2805 Mountaineer Blvd,Charleston,US,us/wv/charleston/2805mountaineerblvd/-791445730,38.31874,-81.71796,Wendy's,25309,WV,http://www.wendys.com
101 New Stone Ridge Rd,Ripley,US,us/wv/ripley/101newstoneridgerd/-1161002137,38.82014,-81.72419,McDonald's,25271,WV,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
161 Pike View Dr,Midlothian,US,us/va/midlothian/161pikeviewdr/-2061630068,37.51314,-77.69698,Burger King,23113,VA,"http://www.bk.com,https://locations.bk.com/va/midlothian/161-pike-view-dr.html"
1346 N Eisenhower Dr,Beckley,US,us/wv/beckley/1346neisenhowerdr/696490760,37.80343,-81.18203,Hardee's,25801,WV,http://www.hardees.com
909 Central Ave,Dover,US,us/nh/dover/909centralave/-791445730,43.218703,-70.883713,Wendy's,3820,NH,http://www.wendys.com
1120 S Haynes Ave,Miles City,US,us/mt/milescity/1120shaynesave/-1161002137,46.39768,-105.82252,McDonald's,59301,MT,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJqFO6zhtsoqJoAOz2A-UMjWKh57z_q-4HE6L_XI98L_tmWhMmFppAYfRX1QKLOwmd86ABpevMnaraxKfPIwRIkkVkNr3yxZVyA8rdyTxHxDG_Xj_FxygZY9VW3jjAQxp_hr75--vqHhBs4l_MUgZ0l8pSVTwi7JjVni2IvqmbRau9iK4AwYPImsPOHUJ81HHvKQR3lQiHHNArou_3efyNxZTn5KgnaBCCtoOvVgEmrOL318n3ZoIOqx2tOY-VxUZI4AG9k0KEt-Sc823jHArmq1lG6liCckhk7L5KHmDarSLIbAvxdeGlKNrFxho4Dbko8ZJA5-eICeNIDFjXTAIkeOHwnsOaKS9q&placement=listing_profile&cs_user=unknown&cs_session=bf4b66a8a04fb6751bf28d69d2231075ecb1205a"
6910 Ritchie Hwy,Glen Burnie,US,us/md/glenburnie/6910ritchiehwy/-791445730,39.186102,-76.612795,Wendy's,21061,MD,http://www.wendys.com
1122 SE Hawthorne Blvd,Portland,US,us/or/portland/1122sehawthorneblvd/-2013151130,45.512000098,-122.653959646,"Burgerville, USA",97214,OR,http://www.burgerville.com
310 Daniel Webster Hwy,Nashua,US,us/nh/nashua/310danielwebsterhwy/387392632,42.701994,-71.440706,Sarku Japan,3060,NH,http://www.sarkujapan.com
3956 Guthrie St,East Chicago,US,us/in/eastchicago/3956guthriest/-477036959,41.64076,-87.433726787,White Castle,46312,IN,"http://www.whitecastle.com,http://whitecastle.com"
3823 Guess Rd,Durham,US,us/nc/durham/3823guessrd/2001384123,36.058624,-78.930378,Italian Pizzeria Restaurant,27705,NC,"http://www.durhamncpizza.com,http://durhamncpizza.com,http://www.italian-pizzeria.com"
3013 Peach Orchard Rd,Augusta,US,us/ga/augusta/3013peachorchardrd/-791445730,33.415257,-82.024531,Wendy's,30906,GA,"http://www.wendys.com,http://wendys.com"
678 Northwest Hwy,Cary,US,us/il/cary/678northwesthwy/787691191,42.2173,-88.2558,Lee's Oriental Martial Arts,60013,IL,http://www.mcdonalds.com
1708 Main St,Longmont,US,us/co/longmont/1708mainst/-448666054,40.18919,-105.10172,Five Guys,80501,CO,http://fiveguys.com
710 Lafayette Rd,Seabrook,US,us/nh/seabrook/710lafayetterd/-1161002137,42.89592,-70.87058,McDonald's,3874,NH,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
29 Lafayette Rd,North Hampton,US,us/nh/northhampton/29lafayetterd/-1055723171,42.96446,-70.83484,Dominos Pizza,3862,NH,http://www.dominos.com
1111C S Willow St,Manchester,US,us/nh/manchester/1111cswillowst/174025806,42.96055,-71.43791,Papa Gino's,3103,NH,"http://www.papaginos.com,https://locations.papaginos.com/nh/manchester/1111c-south-willow-street.html?utm_source=yextandutm_medium=localandutm_campaign=listings,https://www.papaginos.com/?utm_source=yextandutm_medium=localandutm_campaign=listings"
22021 W 8 Mile Rd,Detroit,US,us/mi/detroit/22021w8milerd/-1161002137,42.443066,-83.25988,McDonald's,48219-1223,MI,http://mcdonalds.com
1107 E State Road 44,Shelbyville,US,us/in/shelbyville/1107estateroad44/-791445730,39.52044,-85.76001,Wendy's,46176,IN,http://www.wendys.com
310 Daniel Webster Hwy,Nashua,US,us/nh/nashua/310danielwebsterhwy/-345832572,42.701994,-71.440706,Chick-fil-A,3060,NH,http://www.chick-fil-a.com/pheasantlanemall
1266 US Highway 127 S,Frankfort,US,us/ky/frankfort/1266ushighway127s/-791445730,38.16841,-84.8997,Wendy's,40601,KY,http://www.wendys.com
2166 S Edwin C Moses Blvd,Dayton,US,us/oh/dayton/2166sedwincmosesblvd/-1161002137,39.73165,-84.20746,McDonald's,45417,OH,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJP0y0uTl_-to1Rccabax19erOWAGQOZ2tWR5sG0lEeoR2zs2Lvsp-PRO-biamvMepFOJtTtr68mRqyOt79AxDCsOlsbc1KlOpI1nFXMS5VAVirP_79yRs3j95ZYxmMkKyyaI40tkLgslqSm5tarXcQc5cqsTKe_OMunXwioSuSQ_inll33hTLafa7e-d9-1CpcwJuJhJR4WfizdWV_-Ky0UlS_MyfsKjiasQi78ChzA2UzDoWKrMCvqVgrfqvqqBDAAzajRJYW9v4HSUui2zF_oh8cRiz3faJyghXISl0v-Ymqj-oOvI2qdaxWXaOqZrNqqjI9otTr2mEdllylHZJY7LEJm_oJLUsE9D3TjUFSuE&placement=listing_profile&cs_user=unknown&cs_session=fcee9ac5e27222c4fa2d858026f9e8d61abebedb"
8 N Broad St,Winder,US,us/ga/winder/8nbroadst/-1161002137,33.99132,-83.72317,McDonald's,30680,GA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
730 Route 9,Fishkill,US,us/ny/fishkill/730route9/-2061630068,41.537406,-73.900099,Burger King,12524,NY,http://www.bk.com
